X,Y,Z,Rotation,Data,Unit
-220.0,0.0,-60.0,80.0,24.336,G
-200.0,0.0,-60.0,80.0,31.213,G
-180.0,0.0,-60.0,80.0,40.477,G
-160.0,0.0,-60.0,80.0,53.090,G
-140.0,0.0,-60.0,80.0,70.486,G
-120.0,0.0,-60.0,80.0,93.155,G
-100.0,0.0,-60.0,80.0,119.296,G
-80.0,0.0,-60.0,80.0,143.946,G
-60.0,0.0,-60.0,80.0,161.446,G
-40.0,0.0,-60.0,80.0,170.758,G
-20.0,0.0,-60.0,80.0,174.989,G
0.0,0.0,-60.0,80.0,176.375,G
20.0,0.0,-60.0,80.0,175.824,G
40.0,0.0,-60.0,80.0,172.029,G
60.0,0.0,-60.0,80.0,163.416,G
80.0,0.0,-60.0,80.0,146.975,G
100.0,0.0,-60.0,80.0,122.997,G
120.0,0.0,-60.0,80.0,96.726,G
140.0,0.0,-60.0,80.0,3.572,G
160.0,0.0,-60.0,80.0,5.463,G
180.0,0.0,-60.0,80.0,42.338,G
200.0,0.0,-60.0,80.0,32.436,G
220.0,0.0,-60.0,80.0,25.324,G
240.0,0.0,-60.0,80.0,19.970,G
260.0,0.0,-60.0,80.0,16.013,G
280.0,0.0,-60.0,80.0,12.901,G
300.0,0.0,-60.0,80.0,10.598,G
320.0,0.0,-60.0,80.0,8.828,G
340.0,0.0,-60.0,80.0,7.156,G
360.0,0.0,-60.0,80.0,5.802,G
380.0,0.0,-60.0,80.0,4.911,G
400.0,0.0,-60.0,80.0,4.000,G
400.0,0.0,-40.0,80.0,3.952,G
380.0,0.0,-40.0,80.0,4.556,G
360.0,0.0,-40.0,80.0,5.949,G
340.0,0.0,-40.0,80.0,7.248,G
320.0,0.0,-40.0,80.0,8.753,G
300.0,0.0,-40.0,80.0,10.712,G
280.0,0.0,-40.0,80.0,13.415,G
260.0,0.0,-40.0,80.0,16.387,G
240.0,0.0,-40.0,80.0,20.883,G
220.0,0.0,-40.0,80.0,26.358,G
200.0,0.0,-40.0,80.0,3.911,G
180.0,0.0,-40.0,80.0,44.221,G
160.0,0.0,-40.0,80.0,58.193,G
140.0,0.0,-40.0,80.0,76.754,G
120.0,0.0,-40.0,80.0,100.171,G
100.0,0.0,-40.0,80.0,126.036,G
80.0,0.0,-40.0,80.0,149.411,G
60.0,0.0,-40.0,80.0,165.025,G
40.0,0.0,-40.0,80.0,173.624,G
20.0,0.0,-40.0,80.0,177.541,G
0.0,0.0,-40.0,80.0,178.260,G
-20.0,0.0,-40.0,80.0,177.726,G
-40.0,0.0,-40.0,80.0,173.407,G
-60.0,0.0,-40.0,80.0,164.099,G
-80.0,0.0,-40.0,80.0,146.881,G
-100.0,0.0,-40.0,80.0,122.972,G
-120.0,0.0,-40.0,80.0,97.007,G
-140.0,0.0,-40.0,80.0,74.550,G
-160.0,0.0,-40.0,80.0,56.708,G
-180.0,0.0,-40.0,80.0,43.284,G
-200.0,0.0,-40.0,80.0,33.286,G
-220.0,0.0,-40.0,80.0,26.234,G
-240.0,0.0,-40.0,80.0,20.512,G
-260.0,0.0,-40.0,80.0,16.532,G
-280.0,0.0,-40.0,80.0,13.424,G
-300.0,0.0,-40.0,80.0,10.711,G
-320.0,0.0,-40.0,80.0,8.825,G
-340.0,0.0,-40.0,80.0,7.140,G
-360.0,0.0,-40.0,80.0,5.777,G
-380.0,0.0,-40.0,80.0,4.896,G
-400.0,0.0,-40.0,80.0,4.148,G
-400.0,0.0,-20.0,80.0,3.954,G
-380.0,0.0,-20.0,80.0,4.658,G
-360.0,0.0,-20.0,80.0,5.945,G
-340.0,0.0,-20.0,80.0,7.303,G
-320.0,0.0,-20.0,80.0,8.856,G
-300.0,0.0,-20.0,80.0,10.760,G
-280.0,0.0,-20.0,80.0,13.683,G
-260.0,0.0,-20.0,80.0,16.749,G
-240.0,0.0,-20.0,80.0,21.513,G
-220.0,0.0,-20.0,80.0,27.083,G
-200.0,0.0,-20.0,80.0,34.557,G
-180.0,0.0,-20.0,80.0,44.999,G
-160.0,0.0,-20.0,80.0,58.458,G
-140.0,0.0,-20.0,80.0,76.519,G
-120.0,0.0,-20.0,80.0,99.163,G
-100.0,0.0,-20.0,80.0,124.313,G
-80.0,0.0,-20.0,80.0,147.540,G
-60.0,0.0,-20.0,80.0,164.224,G
-40.0,0.0,-20.0,80.0,173.270,G
-20.0,0.0,-20.0,80.0,177.363,G
0.0,0.0,-20.0,80.0,178.665,G
20.0,0.0,-20.0,80.0,178.090,G
40.0,0.0,-20.0,80.0,174.332,G
60.0,0.0,-20.0,80.0,165.878,G
80.0,0.0,-20.0,80.0,150.418,G
100.0,0.0,-20.0,80.0,127.790,G
120.0,0.0,-20.0,80.0,102.614,G
140.0,0.0,-20.0,80.0,79.427,G
160.0,0.0,-20.0,80.0,60.898,G
180.0,0.0,-20.0,80.0,46.426,G
200.0,0.0,-20.0,80.0,35.827,G
220.0,0.0,-20.0,80.0,28.148,G
240.0,0.0,-20.0,80.0,22.035,G
260.0,0.0,-20.0,80.0,17.617,G
280.0,0.0,-20.0,80.0,14.026,G
300.0,0.0,-20.0,80.0,11.407,G
320.0,0.0,-20.0,80.0,9.127G5,G
340.0,0.0,-20.0,80.0,7.567,G
360.0,0.0,-20.0,80.0,6.149,G
380.0,0.0,-20.0,80.0,5.283,G
400.0,0.0,-20.0,80.0,4.378,G
400.0,0.0,0.0,80.0,4.159,G
380.0,0.0,0.0,80.0,4.803,G
360.0,0.0,0.0,80.0,6.214,G
340.0,0.0,0.0,80.0,7.573,G
320.0,0.0,0.0,80.0,9.298,G
300.0,0.0,0.0,80.0,11.619,G
280.0,0.0,0.0,80.0,14.282,G
260.0,0.0,0.0,80.0,17.963,G
240.0,0.0,0.0,80.0,22.586,G
220.0,0.0,0.0,80.0,28.838,G
200.0,0.0,0.0,80.0,36.800,G
180.0,0.0,0.0,80.0,48.163,G
160.0,0.0,0.0,80.0,62.436,G
140.0,0.0,0.0,80.0,1.201,G
120.0,0.0,0.0,80.0,104.257,G
100.0,0.0,0.0,80.0,129.124,G
80.0,0.0,0.0,80.0,151.123,G
60.0,0.0,0.0,80.0,166.053,G
40.0,0.0,0.0,80.0,174.205,G
20.0,0.0,0.0,80.0,178.094,G
0.0,0.0,0.0,80.0,178.710,G
-20.0,0.0,0.0,80.0,178.187,G
-40.0,0.0,0.0,80.0,174.043,G
-60.0,0.0,0.0,80.0,164.901,G
-80.0,0.0,0.0,80.0,149.019,G
-100.0,0.0,0.0,80.0,126.139,G
-120.0,0.0,0.0,80.0,101.195,G
-140.0,0.0,0.0,80.0,78.774,G
-160.0,0.0,0.0,80.0,60.650,G
-180.0,0.0,0.0,80.0,46.617,G
-200.0,0.0,0.0,80.0,36.149,G
-220.0,0.0,0.0,80.0,28.460,G
-240.0,0.0,0.0,80.0,22.450,G
-260.0,0.0,0.0,80.0,17.877,G
-280.0,0.0,0.0,80.0,14.101,G
-300.0,0.0,0.0,80.0,11.412,G
-320.0,0.0,0.0,80.0,9.423,G
-340.0,0.0,0.0,80.0,7.714,G
-360.0,0.0,0.0,80.0,6.244,G
-380.0,0.0,0.0,80.0,5.207,G
-400.0,0.0,0.0,80.0,4.376,G
-400.0,0.0,20.0,80.0,4.123,G
-380.0,0.0,20.0,80.0,4.820,G
-360.0,0.0,20.0,80.0,6.138,G
-340.0,0.0,20.0,80.0,7.535,G
-320.0,0.0,20.0,80.0,9.253,G
-300.0,0.0,20.0,80.0,11.618,G
-280.0,0.0,20.0,80.0,14.384,G
-260.0,0.0,20.0,80.0,18.055,G
-240.0,0.0,20.0,80.0,22.775,G
-220.0,0.0,20.0,80.0,28.630,G
-200.0,0.0,20.0,80.0,36.989,G
-180.0,0.0,20.0,80.0,47.986,G
-160.0,0.0,20.0,80.0,2.329,G
-140.0,0.0,20.0,80.0,80.714,G
-120.0,0.0,20.0,80.0,103.449,G
-100.0,0.0,20.0,80.0,128.186,G
-80.0,0.0,20.0,80.0,150.846,G
-60.0,0.0,20.0,80.0,166.706,G
-40.0,0.0,20.0,80.0,175.611,G
-20.0,0.0,20.0,80.0,179.580,G
0.0,0.0,20.0,80.0,180.819,G
20.0,0.0,20.0,80.0,180.262,G
40.0,0.0,20.0,80.0,176.459,G
60.0,0.0,20.0,80.0,168.291,G
80.0,0.0,20.0,80.0,153.645,G
100.0,0.0,20.0,80.0,131.572,G
120.0,0.0,20.0,80.0,107.031,G
140.0,0.0,20.0,80.0,83.692,G
160.0,0.0,20.0,80.0,64.555,G
180.0,0.0,20.0,80.0,49.819,G
200.0,0.0,20.0,80.0,38.597,G
220.0,0.0,20.0,80.0,29.886,G
240.0,0.0,20.0,80.0,23.507,G
260.0,0.0,20.0,80.0,18.753,G
280.0,0.0,20.0,80.0,14.774,G
300.0,0.0,20.0,80.0,12.042,G
320.0,0.0,20.0,80.0,9.978,G
340.0,0.0,20.0,80.0,7.944,G
360.0,0.0,20.0,80.0,6.489,G
380.0,0.0,20.0,80.0,5.178,G
400.0,0.0,20.0,80.0,4.393,G
400.0,0.0,40.0,80.0,4.321,G
380.0,0.0,40.0,80.0,5.011,G
360.0,0.0,40.0,80.0,6.484,G
340.0,0.0,40.0,80.0,7.882,G
320.0,0.0,40.0,80.0,9.523,G
300.0,0.0,40.0,80.0,12.128,G
280.0,0.0,40.0,80.0,14.845,G
260.0,0.0,40.0,80.0,18.892,G
240.0,0.0,40.0,80.0,23.813,G
220.0,0.0,40.0,80.0,30.589,G
200.0,0.0,40.0,80.0,39.317,G
180.0,0.0,40.0,80.0,51.123,G
160.0,0.0,40.0,80.0,66.662,G
140.0,0.0,40.0,80.0,86.580,G
120.0,0.0,40.0,80.0,110.483,G
100.0,0.0,40.0,80.0,135.792,G
80.0,0.0,40.0,80.0,158.044,G
60.0,0.0,40.0,80.0,172.873,G
40.0,0.0,40.0,80.0,180.727,G
20.0,0.0,40.0,80.0,184.350,G
0.0,0.0,40.0,80.0,184.910,G
-20.0,0.0,40.0,80.0,184.392,G
-40.0,0.0,40.0,80.0,180.488,G
-60.0,0.0,40.0,80.0,171.754,G
-80.0,0.0,40.0,80.0,155.852,G
-100.0,0.0,40.0,80.0,132.925,G
-120.0,0.0,40.0,80.0,107.591,G
-140.0,0.0,40.0,80.0,84.252,G
-160.0,0.0,40.0,80.0,64.795,G
-180.0,0.0,40.0,80.0,49.893,G
-200.0,0.0,40.0,80.0,38.499,G
-220.0,0.0,40.0,80.0,0.082,G
-240.0,0.0,40.0,80.0,23.552,G
-260.0,0.0,40.0,80.0,18.872,G
-280.0,0.0,40.0,80.0,14.886,G
-300.0,0.0,40.0,80.0,12.003,G
-320.0,0.0,40.0,80.0,9.613,G
-340.0,0.0,40.0,80.0,8.020,G
-360.0,0.0,40.0,80.0,6.474,G
-380.0,0.0,40.0,80.0,5.514,G
-400.0,0.0,40.0,80.0,4.577,G
-400.0,0.0,60.0,80.0,4.325,G
-380.0,0.0,60.0,80.0,5.052,G
-360.0,0.0,60.0,80.0,6.370,G
-340.0,0.0,60.0,80.0,7.800,G
-320.0,0.0,60.0,80.0,9.590,G
-300.0,0.0,60.0,80.0,12.025,G
-280.0,0.0,60.0,80.0,14.839,G
-260.0,0.0,60.0,80.0,18.727,G
-240.0,0.0,60.0,80.0,23.862,G
-220.0,0.0,60.0,80.0,30.594,G
-200.0,0.0,60.0,80.0,39.517,G
-180.0,0.0,60.0,80.0,52.022,G
-160.0,0.0,60.0,80.0,68.126,G
-140.0,0.0,60.0,80.0,88.869,G
-120.0,0.0,60.0,80.0,114.042,G
-100.0,0.0,60.0,80.0,140.881,G
-80.0,0.0,60.0,80.0,164.666,G
-60.0,0.0,60.0,80.0,180.863,G
-40.0,0.0,60.0,80.0,188.985,G
-20.0,0.0,60.0,80.0,192.863,G
0.0,0.0,60.0,80.0,193.609,G
20.0,0.0,60.0,80.0,193.324,G
40.0,0.0,60.0,80.0,190.196,G
60.0,0.0,60.0,80.0,182.308,G
80.0,0.0,60.0,80.0,167.274,G
100.0,0.0,60.0,80.0,144.500,G
120.0,0.0,60.0,80.0,117.789,G
140.0,0.0,60.0,80.0,92.065,G
160.0,0.0,60.0,80.0,70.538,G
180.0,0.0,60.0,80.0,53.689,G
200.0,0.0,60.0,80.0,41.141,G
220.0,0.0,60.0,80.0,31.735,G
240.0,0.0,60.0,80.0,24.680,G
260.0,0.0,60.0,80.0,19.429,G
280.0,0.0,60.0,80.0,15.636,G
300.0,0.0,60.0,80.0,12.603,G
320.0,0.0,60.0,80.0,9.971,G
340.0,0.0,60.0,80.0,8.351,G
360.0,0.0,60.0,80.0,6.719,G
380.0,0.0,60.0,80.0,5.418,G
400.0,0.0,60.0,80.0,4.730,G
400.0,20.0,60.0,80.0,4.376,G
380.0,20.0,60.0,80.0,5.022,G
360.0,20.0,60.0,80.0,6.352,G
340.0,20.0,60.0,80.0,7.785,G
320.0,20.0,60.0,80.0,9.529,G
300.0,20.0,60.0,80.0,11.720,G
280.0,20.0,60.0,80.0,14.668,G
260.0,20.0,60.0,80.0,18.451,G
240.0,20.0,60.0,80.0,23.480,G
220.0,20.0,60.0,80.0,30.161,G
200.0,20.0,60.0,80.0,38.855,G
180.0,20.0,60.0,80.0,50.990,G
160.0,20.0,60.0,80.0,66.768,G
140.0,20.0,60.0,80.0,87.619,G
120.0,20.0,60.0,80.0,113.717,G
100.0,20.0,60.0,80.0,143.599,G
80.0,20.0,60.0,80.0,169.082,G
60.0,20.0,60.0,80.0,183.352,G
40.0,20.0,60.0,80.0,189.002,G
20.0,20.0,60.0,80.0,190.801,G
0.0,20.0,60.0,80.0,191.239,G
-20.0,20.0,60.0,80.0,190.862,G
-40.0,20.0,60.0,80.0,188.692,G
-60.0,20.0,60.0,80.0,181.681,G
-80.0,20.0,60.0,80.0,165.590,G
-100.0,20.0,60.0,80.0,138.617,G
-120.0,20.0,60.0,80.0,109.151,G
-140.0,20.0,60.0,80.0,83.832,G
-160.0,20.0,60.0,80.0,64.153,G
-180.0,20.0,60.0,80.0,48.870,G
-200.0,20.0,60.0,80.0,37.867,G
-220.0,20.0,60.0,80.0,29.222,G
-240.0,20.0,60.0,80.0,23.164,G
-260.0,20.0,60.0,80.0,18.438,G
-280.0,20.0,60.0,80.0,14.546,G
-300.0,20.0,60.0,80.0,11.850,G
-320.0,20.0,60.0,80.0,9.567,G
-340.0,20.0,60.0,80.0,7.739,G
-360.0,20.0,60.0,80.0,6.271,G
-380.0,20.0,60.0,80.0,5.223,G
-400.0,20.0,60.0,80.0,4.299,G
-400.0,20.0,40.0,80.0,4.115,G
-380.0,20.0,40.0,80.0,4.831,G
-360.0,20.0,40.0,80.0,6.128,G
-340.0,20.0,40.0,80.0,7.514,G
-320.0,20.0,40.0,80.0,9.103,G
-300.0,20.0,40.0,80.0,11.494,G
-280.0,20.0,40.0,80.0,14.209,G
-260.0,20.0,40.0,80.0,17.862,G
-240.0,20.0,40.0,80.0,22.295,G
-220.0,20.0,40.0,80.0,28.382,G
-200.0,20.0,40.0,80.0,36.331,G
-180.0,20.0,40.0,80.0,47.034,G
-160.0,20.0,40.0,80.0,60.930,G
-140.0,20.0,40.0,80.0,79.718,G
-120.0,20.0,40.0,80.0,103.751,G
-100.0,20.0,40.0,80.0,131.685,G
-80.0,20.0,40.0,80.0,157.590,G
-60.0,20.0,40.0,80.0,173.744,G
-40.0,20.0,40.0,80.0,180.744,G
-20.0,20.0,40.0,80.0,183.381,G
0.0,20.0,40.0,80.0,183.850,G
20.0,20.0,40.0,80.0,183.744,G
40.0,20.0,40.0,80.0,181.894,G
60.0,20.0,40.0,80.0,175.911,G
80.0,20.0,40.0,80.0,161.410,G
100.0,20.0,40.0,80.0,136.589,G
120.0,20.0,40.0,80.0,108.212,G
140.0,20.0,40.0,80.0,83.544,G
160.0,20.0,40.0,80.0,64.007,G
180.0,20.0,40.0,80.0,49.200,G
200.0,20.0,40.0,80.0,37.972,G
220.0,20.0,40.0,80.0,29.583,G
240.0,20.0,40.0,80.0,23.350,G
260.0,20.0,40.0,80.0,18.669,G
280.0,20.0,40.0,80.0,14.730,G
300.0,20.0,40.0,80.0,11.926,G
320.0,20.0,40.0,80.0,9.604,G
340.0,20.0,40.0,80.0,7.945,G
360.0,20.0,40.0,80.0,6.493,G
380.0,20.0,40.0,80.0,5.230,G
400.0,20.0,40.0,80.0,4.408,G
400.0,20.0,20.0,80.0,4.236,G
380.0,20.0,20.0,80.0,4.832,G
360.0,20.0,20.0,80.0,6.230,G
340.0,20.0,20.0,80.0,7.571,G
320.0,20.0,20.0,80.0,9.295,G
300.0,20.0,20.0,80.0,11.599,G
280.0,20.0,20.0,80.0,14.309,G
260.0,20.0,20.0,80.0,17.986,G
240.0,20.0,20.0,80.0,22.614,G
220.0,20.0,20.0,80.0,28.584,G
200.0,20.0,20.0,80.0,36.720,G
180.0,20.0,20.0,80.0,47.449,G
160.0,20.0,20.0,80.0,61.847,G
140.0,20.0,20.0,80.0,80.730,G
120.0,20.0,20.0,80.0,104.957,G
100.0,20.0,20.0,80.0,132.801,G
80.0,20.0,20.0,80.0,157.467,G
60.0,20.0,20.0,80.0,172.083,G
40.0,20.0,20.0,80.0,177.930,G
20.0,20.0,20.0,80.0,180.329,G
0.0,20.0,20.0,80.0,180.716,G
-20.0,20.0,20.0,80.0,180.216,G
-40.0,20.0,20.0,80.0,177.559,G
-60.0,20.0,20.0,80.0,170.439,G
-80.0,20.0,20.0,80.0,154.602,G
-100.0,20.0,20.0,80.0,128.455,G
-120.0,20.0,20.0,80.0,100.645,G
-140.0,20.0,20.0,80.0,77.473,G
-160.0,20.0,20.0,80.0,59.152,G
-180.0,20.0,20.0,80.0,45.662,G
-200.0,20.0,20.0,80.0,35.378,G
-220.0,20.0,20.0,80.0,27.819,G
-240.0,20.0,20.0,80.0,21.966,G
-260.0,20.0,20.0,80.0,17.591,G
-280.0,20.0,20.0,80.0,14.196,G
-300.0,20.0,20.0,80.0,11.357,G
-320.0,20.0,20.0,80.0,9.434,G
-340.0,20.0,20.0,80.0,7.527,G
-360.0,20.0,20.0,80.0,6.123,G
-380.0,20.0,20.0,80.0,5.116,G
-400.0,20.0,20.0,80.0,4.207,G
-400.0,20.0,0.0,80.0,3.988,G
-380.0,20.0,0.0,80.0,4.656,G
-360.0,20.0,0.0,80.0,5.932,G
-340.0,20.0,0.0,80.0,7.246,G
-320.0,20.0,0.0,80.0,8.796,G
-300.0,20.0,0.0,80.0,10.684,G
-280.0,20.0,0.0,80.0,13.557,G
-260.0,20.0,0.0,80.0,6.644,G
-240.0,20.0,0.0,80.0,0.972,G
-220.0,20.0,0.0,80.0,26.752,G
-200.0,20.0,0.0,80.0,34.068,G
-180.0,20.0,0.0,80.0,44.139,G
-160.0,20.0,0.0,80.0,57.205,G
-140.0,20.0,0.0,80.0,75.186,G
-120.0,20.0,0.0,80.0,98.468,G
-100.0,20.0,0.0,80.0,126.438,G
-80.0,20.0,0.0,80.0,152.579,G
-60.0,20.0,0.0,80.0,169.054,G
-40.0,20.0,0.0,80.0,176.156,G
-20.0,20.0,0.0,80.0,178.905,G
0.0,20.0,0.0,80.0,179.438,G
20.0,20.0,0.0,80.0,179.283,G
40.0,20.0,0.0,80.0,177.239,G
60.0,20.0,0.0,80.0,171.021,G
80.0,20.0,0.0,80.0,156.473,G
100.0,20.0,0.0,80.0,131.638,G
120.0,20.0,0.0,80.0,103.123,G
140.0,20.0,0.0,80.0,79.152,G
160.0,20.0,0.0,80.0,60.277,G
180.0,20.0,0.0,80.0,46.195,G
200.0,20.0,0.0,80.0,35.744,G
220.0,20.0,0.0,80.0,28.220,G
240.0,20.0,0.0,80.0,22.161,G
260.0,20.0,0.0,80.0,17.555,G
280.0,20.0,0.0,80.0,14.226,G
300.0,20.0,0.0,80.0,11.472,G
320.0,20.0,0.0,80.0,9.513,G
340.0,20.0,0.0,80.0,7.704,G
360.0,20.0,0.0,80.0,6.243,G
380.0,20.0,0.0,80.0,5.408,G
400.0,20.0,0.0,80.0,4.348,G
400.0,20.0,-20.0,80.0,4.098,G
380.0,20.0,-20.0,80.0,4.650,G
360.0,20.0,-20.0,80.0,5.972,G
340.0,20.0,-20.0,80.0,7.273,G
320.0,20.0,-20.0,80.0,8.843,G
300.0,20.0,-20.0,80.0,10.814,G
280.0,20.0,-20.0,80.0,13.519,G
260.0,20.0,-20.0,80.0,16.720,G
240.0,20.0,-20.0,80.0,21.144,G
220.0,20.0,-20.0,80.0,26.616,G
200.0,20.0,-20.0,80.0,34.488,G
180.0,20.0,-20.0,80.0,44.360,G
160.0,20.0,-20.0,80.0,58.084,G
140.0,20.0,-20.0,80.0,76.622,G
120.0,20.0,-20.0,80.0,101.112,G
100.0,20.0,-20.0,80.0,130.008,G
80.0,20.0,-20.0,80.0,155.564,G
60.0,20.0,-20.0,80.0,170.566,G
40.0,20.0,-20.0,80.0,176.961,G
20.0,20.0,-20.0,80.0,178.849,G
0.0,20.0,-20.0,80.0,179.430,G
-20.0,20.0,-20.0,80.0,179.137,G
-40.0,20.0,-20.0,80.0,176.301,G
-60.0,20.0,-20.0,80.0,169.003,G
-80.0,20.0,-20.0,80.0,152.481,G
-100.0,20.0,-20.0,80.0,125.768,G
-120.0,20.0,-20.0,80.0,97.033,G
-140.0,20.0,-20.0,80.0,73.532,G
-160.0,20.0,-20.0,80.0,56.103,G
-180.0,20.0,-20.0,80.0,42.797,G
-200.0,20.0,-20.0,80.0,33.158,G
-220.0,20.0,-20.0,80.0,26.292,G
-240.0,20.0,-20.0,80.0,20.819,G
-260.0,20.0,-20.0,80.0,16.602,G
-280.0,20.0,-20.0,80.0,13.457,G
-300.0,20.0,-20.0,80.0,10.768,G
-320.0,20.0,-20.0,80.0,8.837,G
-340.0,20.0,-20.0,80.0,7.117,G
-360.0,20.0,-20.0,80.0,5.723,G
-380.0,20.0,-20.0,80.0,4.879,G
-400.0,20.0,-20.0,80.0,4.122,G
-400.0,20.0,-40.0,80.0,3.818,G
-380.0,20.0,-40.0,80.0,4.368,G
-360.0,20.0,-40.0,80.0,5.647,G
-340.0,20.0,-40.0,80.0,6.913,G
-320.0,20.0,-40.0,80.0,8.326,G
-300.0,20.0,-40.0,80.0,10.174,G
-280.0,20.0,-40.0,80.0,12.761,G
-260.0,20.0,-40.0,80.0,15.640,G
-240.0,20.0,-40.0,80.0,19.563,G
-220.0,20.0,-40.0,80.0,24.779,G
-200.0,20.0,-40.0,80.0,31.687,G
-180.0,20.0,-40.0,80.0,40.897,G
-160.0,20.0,-40.0,80.0,53.407,G
-140.0,20.0,-40.0,80.0,71.243,G
-120.0,20.0,-40.0,80.0,94.970,G
-100.0,20.0,-40.0,80.0,124.580,G
-80.0,20.0,-40.0,80.0,152.637,G
-60.0,20.0,-40.0,80.0,170.074,G
-40.0,20.0,-40.0,80.0,177.443,G
-20.0,20.0,-40.0,80.0,180.239,G
0.0,20.0,-40.0,80.0,180.886,G
20.0,20.0,-40.0,80.0,180.702,G
40.0,20.0,-40.0,80.0,178.649,G
60.0,20.0,-40.0,80.0,172.126,G
80.0,20.0,-40.0,80.0,156.752,G
100.0,20.0,-40.0,80.0,130.039,G
120.0,20.0,-40.0,80.0,99.656,G
140.0,20.0,-40.0,80.0,74.745,G
160.0,20.0,-40.0,80.0,56.309,G
180.0,20.0,-40.0,80.0,42.828,G
200.0,20.0,-40.0,80.0,33.135,G
220.0,20.0,-40.0,80.0,25.778,G
240.0,20.0,-40.0,80.0,20.615,G
260.0,20.0,-40.0,80.0,16.447,G
280.0,20.0,-40.0,80.0,13.451,G
300.0,20.0,-40.0,80.0,10.677,G
320.0,20.0,-40.0,80.0,8.786,G
340.0,20.0,-40.0,80.0,7.238,G
360.0,20.0,-40.0,80.0,5.904,G
380.0,20.0,-40.0,80.0,5.133,G
400.0,20.0,-40.0,80.0,4.266,G
400.0,20.0,-60.0,80.0,3.892,G
380.0,20.0,-60.0,80.0,4.452,G
360.0,20.0,-60.0,80.0,5.354,G
340.0,20.0,-60.0,80.0,6.842,G
320.0,20.0,-60.0,80.0,8.295,G
300.0,20.0,-60.0,80.0,9.958,G
280.0,20.0,-60.0,80.0,12.532,G
260.0,20.0,-60.0,80.0,15.344,G
240.0,20.0,-60.0,80.0,19.201,G
220.0,20.0,-60.0,80.0,24.381,G
200.0,20.0,-60.0,80.0,31.167,G
180.0,20.0,-60.0,80.0,40.228,G
160.0,20.0,-60.0,80.0,53.317,G
140.0,20.0,-60.0,80.0,71.111,G
120.0,20.0,-60.0,80.0,96.617,G
100.0,20.0,-60.0,80.0,128.007,G
80.0,20.0,-60.0,80.0,157.450,G
60.0,20.0,-60.0,80.0,173.721,G
40.0,20.0,-60.0,80.0,179.817,G
20.0,20.0,-60.0,80.0,181.969,G
0.0,20.0,-60.0,80.0,182.503,G
-20.0,20.0,-60.0,80.0,182.074,G
-40.0,20.0,-60.0,80.0,179.414,G
-60.0,20.0,-60.0,80.0,172.113,G
-80.0,20.0,-60.0,80.0,153.662,G
-100.0,20.0,-60.0,80.0,122.976,G
-120.0,20.0,-60.0,80.0,92.185,G
-140.0,20.0,-60.0,80.0,68.014,G
-160.0,20.0,-60.0,80.0,51.067,G
-180.0,20.0,-60.0,80.0,38.971,G
-200.0,20.0,-60.0,80.0,29.953,G
-220.0,20.0,-60.0,80.0,23.546,G
-240.0,20.0,-60.0,80.0,18.614,G
-260.0,20.0,-60.0,80.0,14.961,G
-280.0,20.0,-60.0,80.0,12.163,G
-300.0,20.0,-60.0,80.0,9.833,G
-320.0,20.0,-60.0,80.0,8.159,G
-340.0,20.0,-60.0,80.0,6.669,G
-360.0,20.0,-60.0,80.0,5.788,G
-380.0,20.0,-60.0,80.0,4.783,G
-400.0,20.0,-60.0,80.0,3.972,G
-400.0,40.0,-60.0,80.0,3.568,G
-380.0,40.0,-60.0,80.0,4.020,G
-360.0,40.0,-60.0,80.0,4.801,G
-340.0,40.0,-60.0,80.0,6.220,G
-320.0,40.0,-60.0,80.0,7.548,G
-300.0,40.0,-60.0,80.0,9.076,G
-280.0,40.0,-60.0,80.0,10.938,G
-260.0,40.0,-60.0,80.0,13.725,G
-240.0,40.0,-60.0,80.0,16.794,G
-220.0,40.0,-60.0,80.0,20.974,G
-200.0,40.0,-60.0,80.0,26.341,G
-180.0,40.0,-60.0,80.0,33.871,G
-160.0,40.0,-60.0,80.0,44.120,G
-140.0,40.0,-60.0,80.0,59.739,G
-120.0,40.0,-60.0,80.0,85.174,G
-100.0,40.0,-60.0,80.0,129.224,G
-80.0,40.0,-60.0,80.0,185.661,G
-60.0,40.0,-60.0,80.0,200.196,G
-40.0,40.0,-60.0,80.0,198.717,G
-20.0,40.0,-60.0,80.0,196.999,G
0.0,40.0,-60.0,80.0,196.541,G
20.0,40.0,-60.0,80.0,196.685,G
40.0,40.0,-60.0,80.0,198.150,G
60.0,40.0,-60.0,80.0,200.633,G
80.0,40.0,-60.0,80.0,191.891,G
100.0,40.0,-60.0,80.0,140.215,G
120.0,40.0,-60.0,80.0,91.929,G
140.0,40.0,-60.0,80.0,64.178,G
160.0,40.0,-60.0,80.0,46.975,G
180.0,40.0,-60.0,80.0,35.914,G
200.0,40.0,-60.0,80.0,27.944,G
220.0,40.0,-60.0,80.0,22.285,G
240.0,40.0,-60.0,80.0,17.965,G
260.0,40.0,-60.0,80.0,14.238,G
280.0,40.0,-60.0,80.0,11.636,G
300.0,40.0,-60.0,80.0,9.769,G
320.0,40.0,-60.0,80.0,7.951,G
340.0,40.0,-60.0,80.0,6.514,G
360.0,40.0,-60.0,80.0,5.541,G
380.0,40.0,-60.0,80.0,4.596,G
400.0,40.0,-60.0,80.0,3.915,G
400.0,40.0,-40.0,80.0,3.750,G
380.0,40.0,-40.0,80.0,4.417,G
360.0,40.0,-40.0,80.0,5.370,G
